firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Sidney,Kinderdine,Washington,WR,Rice,24,70,4/2/01,74,198,1,11,1,,91,90,86,85,59,50,82,31,50,74,74,84,82,90,69,9,32,42,89,78,13,17,55,29,13,71,69,31,19,22,46,13,11,14,34,65,40,29,23,75,77,92,67,45,36,44,45,50,44,62,50,81,58,19,4,5.596312,1.399078,0.890044,Normal
Lin,Roan,Green Bay,TE,Oregon State,24,70,9/2/00,78,253,1,88,2,Vertical Threat - TE,88,81,88,84,77,65,68,49,13,54,74,74,84,70,65,47,50,67,84,59,12,16,17,59,14,63,69,57,54,56,4,39,43,22,48,62,63,62,58,68,78,89,48,61,62,7,10,17,10,22,15,86,65,23,4,8.475731,2.118933,6.348429,Normal
Keaton,Stephens,Houston,FS,North Carolina,29,70,9/16/95,71,200,1,29,7,Hybrid - S,87,82,86,92,65,62,64,53,17,57,65,63,67,80,8,39,77,59,85,72,9,9,77,12,72,17,70,34,34,33,4,67,31,79,76,22,33,33,36,27,65,89,61,38,65,5,6,4,5,23,9,84,35,79,4,8.0,2.0,4.0,Normal
Dimitrius,Rehberg,New York A,WR,W. Kentucky,23,70,3/21/02,71,207,1,6,1,,93,85,88,88,66,65,89,35,35,78,73,76,85,85,68,9,35,53,92,86,19,20,55,39,26,71,71,40,34,25,24,23,13,25,38,73,55,35,34,76,78,89,74,64,43,24,28,38,30,43,27,85,63,31,4,8.0,2.0,4.0,Normal
Aveion,Norgard,Miami,WR,Virginia,24,70,10/20/00,69,191,1,6,1,,89,87,87,86,63,63,80,23,27,71,65,79,82,89,69,8,24,34,92,80,14,20,81,20,18,74,71,25,34,39,15,13,11,19,25,69,42,30,22,77,77,92,76,57,33,15,27,32,24,43,31,82,45,16,4,4.21956,1.05489,0.19956,Normal
Triandos,Ostroski,New Orleans,P,Vanderbilt,28,70,3/12/97,72,189,0,43,1,Power - KP,71,61,63,80,50,51,30,27,21,15,46,18,39,56,14,11,32,21,86,17,79,90,9,18,18,11,70,22,16,20,17,22,11,12,25,10,19,20,17,14,16,76,23,15,30,24,32,39,25,37,16,74,19,26,4,8.0,2.0,4.0,Normal
Stockar,Wells,Detroit,DT,LSU,22,70,4/17/03,73,295,1,94,1,,83,73,75,83,83,64,12,76,12,14,36,36,47,63,2,68,81,88,86,11,25,37,14,20,15,0,71,45,46,47,4,67,70,8,79,11,45,44,41,12,36,79,13,47,83,4,6,4,5,27,17,90,46,20,4,4.2068,1.0517,0.1868,Normal
Remi,Weigel,Denver,FB,Rutgers,33,70,2/1/92,72,247,1,20,10,Blocking - FB,76,75,82,79,84,80,70,29,12,28,75,48,65,73,25,28,64,73,93,62,15,16,37,83,10,33,70,68,42,46,4,17,24,16,44,55,71,57,61,43,51,81,65,71,43,6,10,13,6,29,18,77,77,15,1,1.4225,1.4225,0.125,Normal
James-Michael,Sullivan,Kansas City,FS,Kentucky,29,70,5/18/96,70,205,1,34,6,Zone - S,88,87,89,92,62,71,71,58,15,52,58,53,79,80,12,30,77,55,91,67,27,27,39,14,65,16,70,33,36,33,7,68,23,71,79,16,36,37,33,27,61,87,63,38,62,4,6,7,5,21,13,88,27,73,2,1.8535,0.92675,0.0085,Normal
Rupert,Bailey,Miami,LE,Colorado St.,25,70,6/9/00,73,248,1,50,1,Smaller Speed Rusher - DE,91,68,83,79,70,72,44,75,17,29,31,20,26,61,1,72,75,81,94,49,21,19,11,31,41,3,68,39,35,33,7,72,70,37,78,17,43,43,39,13,25,88,41,34,74,5,8,12,9,29,12,82,39,46,4,4.340872,1.085218,0.320872,Normal
Danario,Korver,Jacksonville,CB,Arkansas,26,70,8/24/99,72,190,1,30,3,Zone - CB,91,77,80,87,58,72,62,50,16,48,62,56,68,78,30,34,52,53,89,67,15,15,44,22,73,34,71,33,34,35,5,72,27,70,67,39,34,37,34,43,68,87,65,31,46,4,6,8,6,24,6,75,33,77,4,3.77598,0.943995,0.11598,Normal
Packie,Ness,Arizona,MLB,Fresno State,28,70,8/28/97,75,230,1,43,5,Field General - MLB,85,80,81,86,74,74,52,64,12,45,45,42,66,76,22,62,82,75,92,58,13,18,8,23,59,24,70,45,44,43,7,71,54,41,83,18,45,43,44,32,54,89,50,54,82,7,6,7,5,26,13,87,38,66,1,1.79,1.79,0.5,Normal
Alden,Elway,Cincinnati,RE,Clemson,23,70,1/3/02,77,275,0,99,2,Power Rusher - DE,88,75,77,83,84,64,44,74,31,23,43,28,38,76,6,59,85,88,95,41,16,16,11,35,28,6,72,39,39,40,16,60,72,32,80,16,46,43,43,14,33,88,30,46,77,29,32,41,21,52,11,88,44,37,4,12.587262,3.146816,12.587262,Normal
Jerrott,Rooney,Chicago,CB,Notre Dame,27,70,7/9/98,72,193,1,24,4,Zone - CB,90,87,81,81,60,72,57,52,15,42,50,53,69,83,14,32,56,48,91,68,16,17,48,25,65,19,70,33,36,36,8,71,25,73,72,23,34,34,34,25,65,88,60,32,64,8,6,5,5,30,14,80,35,71,1,1.32,1.32,0.05,Normal
Huey,Lockett,Baltimore,LS,Georgia,32,70,12/9/92,74,253,1,46,5,Accurate - LS,72,73,74,82,70,65,48,44,18,17,69,52,70,64,35,26,51,57,88,49,22,26,9,55,36,46,69,55,42,52,10,38,20,33,57,45,55,34,40,48,60,72,43,42,53,13,10,12,8,38,12,82,33,42,2,2.495,1.2475,0.5,Normal
Dosey,Lens,Cincinnati,ROLB,Vanderbilt,30,70,3/21/95,75,233,1,42,7,Pass Coverage - OLB,84,86,90,83,71,75,40,62,12,20,62,52,69,75,6,58,84,73,88,51,14,19,8,19,63,3,70,46,43,44,7,69,53,52,82,13,46,46,43,14,47,88,36,34,79,4,6,7,7,18,12,93,40,69,2,5.0,2.5,0.75,Normal
Devier,Scanlan,New York A,DT,Alabama,27,70,4/26/98,76,312,1,98,3,,65,54,63,78,85,68,26,75,15,20,25,15,20,53,10,62,74,86,88,20,15,16,11,28,15,11,72,46,44,47,4,69,69,14,73,10,45,42,44,18,17,62,20,37,83,9,6,4,5,25,9,82,34,20,4,8.0,2.0,4.0,Normal
Tyrone,Mcphee,New York N,DT,Southern Miss,32,70,7/3/93,74,307,1,93,10,,71,57,82,75,78,71,12,78,12,7,38,15,32,50,3,56,75,81,86,10,27,15,10,17,20,8,71,41,45,44,3,75,70,20,72,13,46,48,45,19,12,71,14,7,83,9,6,6,4,17,11,75,14,29,4,8.0,2.0,4.0,Normal
Atari,Bratton,Dallas,LG,Mid Tenn St.,26,70,1/28/99,76,325,1,65,4,Power - G,66,47,75,75,86,78,38,36,12,33,38,10,23,52,6,10,42,84,87,22,21,20,12,82,10,4,71,70,69,72,8,8,15,8,25,12,74,75,71,9,14,65,13,33,31,8,6,7,6,16,13,83,33,11,1,3.75,3.75,3.0,Normal
Ronnie,Wrightman,Pittsburgh,WR,Michigan,24,70,6/19/01,72,185,1,10,1,Deep Threat - WR,92,90,85,79,56,59,81,24,21,71,78,80,79,93,76,8,27,44,86,75,16,16,74,31,12,74,72,31,16,18,6,15,11,18,31,70,50,35,28,74,82,92,70,39,23,11,15,20,17,23,18,80,34,17,4,5.745168,1.436292,0.998304,Normal
Mercury,Brazell,Arizona,RG,Ole Miss,28,70,8/17/97,77,310,1,71,4,Pass Protector - G,75,54,73,91,79,80,22,26,12,10,27,10,21,47,8,8,25,87,92,14,13,12,9,78,12,3,68,72,77,75,6,11,9,7,25,14,70,69,65,10,13,69,15,25,24,5,6,5,7,16,9,73,26,12,1,1.3375,1.3375,0.045,Normal
Grey,Jagade,San Francisco,WR,LSU,29,70,1/22/96,72,185,1,84,7,,89,82,94,84,62,66,82,56,28,78,72,80,83,86,69,10,48,52,83,77,14,15,34,27,10,70,68,28,18,25,31,15,10,11,68,69,51,30,36,76,81,88,78,47,60,42,38,42,36,60,44,90,51,15,4,8.0,2.0,4.0,Normal
Mickey,Badar,Carolina,K,Florida State,25,70,8/13/00,71,194,1,35,0,Power - KP,71,58,51,83,53,54,13,12,14,13,32,10,29,50,10,10,18,13,86,11,75,94,10,11,12,10,70,12,13,11,18,13,10,10,26,12,15,11,20,10,14,72,13,15,24,26,28,29,18,23,16,65,12,14,3,2.98,0.993333,0.145,Normal
Jess,Hillenbrand,Denver,DT,LSU,22,70,7/3/03,77,283,1,95,0,,90,78,81,76,81,74,34,76,12,26,36,17,27,69,5,70,78,82,90,39,20,19,30,28,25,6,70,47,43,47,17,70,73,31,79,13,46,43,43,16,18,83,30,36,78,7,10,19,8,23,14,90,26,33,4,6.161184,1.540296,1.12086,Normal
Keyshawn,Ghent,Tennessee,LG,Notre Dame,29,70,8/13/96,74,306,1,60,6,Power - G,54,51,68,90,84,86,9,24,12,5,42,10,23,49,6,22,42,80,88,9,24,27,9,83,12,6,70,73,71,73,4,22,20,8,31,10,74,68,77,12,13,59,12,11,36,7,6,7,8,29,9,86,12,15,1,1.125,1.125,0.0,Normal
Herm,Griffiths,Green Bay,WR,TCU,23,70,11/22/01,76,222,1,83,0,,93,86,86,88,67,76,88,46,44,79,74,83,82,87,63,34,41,43,88,82,33,25,68,31,35,71,69,28,14,20,42,29,31,20,45,68,45,35,33,70,81,92,70,58,27,49,48,47,51,59,40,81,56,37,4,6.292454,1.573114,1.216328,Normal
Kheeston,Mastrogany,Pittsburgh,WR,Bowling Green St.,28,70,7/31/97,69,174,1,13,6,Deep Threat - WR,92,86,83,83,51,66,75,27,23,66,69,80,88,91,74,12,17,34,82,78,12,19,72,19,19,72,69,24,13,11,22,20,9,19,33,69,46,11,18,73,85,95,65,49,28,17,30,38,32,36,25,78,30,26,4,8.0,2.0,4.0,Normal
Bernard,Brooks,Chicago,CB,Ohio State,26,70,9/16/98,73,191,1,26,4,Zone - CB,94,84,88,84,61,70,62,54,15,52,59,55,65,79,18,48,61,59,82,70,10,17,39,20,68,28,68,33,37,35,4,68,42,72,68,38,33,33,37,33,64,90,64,46,65,4,6,8,6,23,13,74,37,70,1,1.1,1.1,0.0,Normal
Luis,Skeate,Indianapolis,C,Wisconsin,23,70,6/18/02,76,303,1,60,1,Agile - C,86,74,82,83,78,76,14,22,7,9,40,10,23,69,6,18,39,83,92,11,12,8,11,83,12,7,69,77,74,74,2,19,23,12,33,14,73,72,75,11,13,72,9,6,34,9,6,6,7,21,6,84,9,12,4,4.799872,1.199968,0.779872,Normal
Gary,Bryan,Baltimore,LE,Ole Miss,26,70,1/3/99,78,258,1,95,2,Power Rusher - DE,93,70,82,73,77,69,45,73,16,29,34,31,33,63,9,60,83,78,85,52,15,12,9,33,31,14,70,44,44,43,4,67,72,30,77,13,46,44,44,22,33,83,46,44,78,8,6,8,7,18,18,75,30,38,4,4.560564,1.140141,0.720564,Normal
Tristan,Conklin,Carolina,TE,Notre Dame,25,70,6/2/00,76,250,1,82,4,Possession - TE,89,80,83,85,75,67,68,37,16,55,74,78,77,73,61,10,26,71,89,67,14,18,27,62,15,64,70,58,54,57,6,23,10,21,36,63,62,62,58,69,77,86,63,64,34,6,10,15,10,26,10,82,66,22,2,10.5,5.25,6.0,Normal
Remy,Maul,New York N,CB,Old Dominion,25,70,8/1/00,75,195,1,37,2,Manto Man - CB,94,91,92,82,64,67,67,53,21,63,55,59,71,90,33,44,66,45,94,73,22,24,55,23,67,41,71,38,35,36,6,61,33,69,73,41,31,35,33,40,66,94,62,52,62,3,6,4,10,26,14,81,41,66,4,8.0,2.0,4.0,Normal
Bert,Feichtinger,Jacksonville,WR,Stanford,29,70,12/10/95,74,200,0,83,5,Slot - WR,89,83,81,80,64,72,78,27,21,75,72,82,88,75,72,13,19,42,91,77,19,21,77,26,14,75,70,34,18,16,5,18,12,14,33,65,50,34,28,75,78,90,74,44,30,13,15,19,13,27,20,83,45,21,1,1.17,1.17,0.0,Normal
Bobby,Stockton,Carolina,MLB,Kentucky,22,70,2/22/03,74,241,1,32,1,Field General - MLB,88,81,93,82,67,73,64,70,51,47,65,57,69,76,15,69,82,82,88,66,19,24,53,27,68,26,69,38,38,37,34,68,64,65,81,27,46,43,44,36,66,90,64,61,78,42,44,47,45,50,37,84,66,67,4,5.959836,1.489959,1.154424,Normal
Darby,Foster,Los Angeles A,LT,Sioux Falls,28,70,9/5/96,78,307,1,79,6,Agile - OT,75,62,80,86,81,84,12,38,12,7,40,34,48,51,14,32,34,81,86,11,9,22,8,79,12,18,70,76,73,77,7,23,38,12,33,39,77,78,75,24,31,70,12,9,42,7,6,8,7,15,15,86,23,12,4,8.0,2.0,4.0,Normal
France,Waldroup,Los Angeles A,ROLB,Oregon,28,70,9/18/96,75,231,1,43,5,Run Stopper - OLB,89,79,83,79,72,73,55,69,12,45,56,50,60,77,26,55,80,72,88,60,20,14,37,15,60,32,69,47,44,45,13,71,46,60,80,26,47,43,43,35,50,87,54,40,77,8,10,17,15,28,13,89,42,65,2,5.5,2.75,1.5,Normal
Mcneil,Turpin,New York N,LE,Duke,25,70,11/18/99,74,262,1,52,4,Power Rusher - DE,75,77,89,77,82,71,34,70,12,22,39,28,42,68,0,66,76,87,91,31,20,29,14,11,38,2,68,44,42,44,4,68,78,25,80,12,45,49,44,7,36,78,29,37,82,7,6,3,5,14,14,88,35,49,4,8.0,2.0,4.0,Normal
Arch,Rodgers,Kansas City,RT,Oklahoma,24,70,10/10/00,77,307,1,64,2,Agile - OT,67,60,74,81,85,76,15,32,14,11,21,17,23,54,3,12,30,75,89,13,10,12,7,86,12,7,71,75,69,78,6,11,8,14,37,13,80,81,72,19,15,68,12,22,30,6,7,7,6,19,5,89,31,12,4,5.368357,1.342089,0.90426,Normal
Winfield,Torrence,Houston,HB,USC,24,70,12/29/00,70,213,1,27,0,Elusive Back - HB,88,80,85,83,72,65,80,35,29,79,92,49,71,85,43,25,26,40,88,81,23,26,72,40,22,50,72,50,46,39,27,31,22,21,31,62,39,33,28,65,53,86,75,68,35,9,12,13,11,26,22,90,76,25,4,5.203768,1.300942,1.003768,Normal
Backnor,Stahlman,Atlanta,SS,Notre Dame,23,70,11/22/01,72,205,1,31,0,Zone - S,87,84,86,91,63,71,68,52,29,60,66,60,72,81,32,35,76,56,91,72,18,21,78,27,67,34,70,36,34,37,18,69,38,69,76,35,33,37,36,39,66,84,64,49,68,19,21,24,24,29,24,88,50,76,4,6.188556,1.547139,1.140768,Normal
Neely,Abraham,Detroit,MLB,Vanderbilt,30,70,12/12/94,75,237,1,52,8,Run Stopper - MLB,87,78,84,90,80,71,44,75,12,19,51,31,56,71,6,59,82,83,85,34,23,23,6,13,56,6,68,45,47,47,3,69,48,51,82,26,41,45,48,14,36,85,28,47,82,7,6,7,5,21,11,86,40,62,1,1.255,1.255,0.0,Normal
Keshawn,Dilweg,Atlanta,DT,Ohio State,24,70,8/14/01,78,272,1,96,2,,83,69,87,73,81,69,46,75,26,31,35,41,46,62,20,62,87,84,86,41,11,18,10,32,35,26,72,40,39,41,3,66,68,47,72,30,44,47,45,32,47,84,37,62,81,13,14,21,21,23,14,84,41,44,4,5.568448,1.392112,1.04978,Normal
Oliver,Mcgrorty,Chicago,CB,UTSA,24,70,10/5/00,75,186,1,20,0,Manto Man - CB,97,83,85,84,57,66,58,47,23,42,58,62,74,81,28,23,60,44,83,71,23,27,80,24,69,25,69,31,39,23,21,60,25,59,71,33,33,38,28,23,66,92,64,35,68,23,20,6,12,25,33,82,23,65,4,4.520216,1.130054,0.320216,Normal
Marcell,Womack,Cleveland,LG,Michigan,24,70,4/17/01,78,315,1,70,1,Power - G,65,54,65,82,88,74,21,39,12,22,40,21,22,49,5,28,50,84,79,16,11,15,10,81,8,7,70,72,70,74,6,31,41,10,35,15,74,75,73,15,15,63,14,30,44,6,7,9,9,21,10,96,30,9,4,5.73474,1.433685,0.99072,Normal
J'Vonne,Belk,Arizona,HB,N.C. State,24,70,4/11/01,70,209,1,35,3,Elusive Back - HB,86,86,76,77,69,70,77,19,24,77,82,56,66,86,40,14,33,31,86,79,18,16,78,27,10,49,71,50,37,30,12,20,9,13,36,43,35,36,31,59,59,89,75,65,38,14,25,30,9,24,9,83,77,12,1,1.03,1.03,0.0,Normal
Bucky,Hartenstine,New York N,LG,J. Madison,31,69,2/18/94,75,312,1,64,7,Pass Protector - G,63,60,69,83,81,84,12,22,12,4,22,10,36,50,3,12,14,76,82,11,11,15,11,80,12,3,69,74,81,69,5,12,9,11,24,11,70,68,76,9,10,68,12,8,30,8,6,7,7,23,12,88,14,12,4,8.0,2.0,4.0,Normal
Selvin,Nonnemaker,Philadelphia,WR,Texas AM,24,69,5/31/01,69,176,1,82,1,,90,88,84,85,58,50,84,33,16,76,76,80,80,89,74,12,25,37,84,83,11,21,79,26,24,71,69,23,22,13,13,25,8,22,37,70,44,30,22,76,81,86,75,50,33,8,10,14,17,28,20,81,49,30,4,4.354296,1.088574,0.334296,Normal
Rondy,Hagenbuckle,San Francisco,LT,Wash. St.,29,69,10/3/95,77,315,1,65,6,Agile - OT,79,73,70,87,85,78,6,31,12,6,35,25,25,53,5,16,34,76,86,10,24,26,13,74,13,3,68,68,67,70,7,21,27,7,29,38,77,75,73,18,13,72,13,22,37,10,6,9,5,30,9,88,20,15,1,1.17,1.17,0.0,Normal
Marsharne,Speyrer,New York A,FB,Texas,29,69,5/15/96,75,255,1,47,6,Utility - FB,85,76,83,81,79,59,67,45,15,66,68,65,74,76,51,20,36,66,85,65,17,24,68,67,31,59,67,70,50,55,7,41,35,24,50,60,64,67,62,65,65,86,56,64,45,5,10,17,10,31,15,88,69,37,4,8.0,2.0,4.0,Normal
Derek,Corbett,Dallas,CB,Clemson,24,69,9/28/00,72,194,1,25,3,Manto Man - CB,88,87,90,82,59,65,66,57,23,54,59,57,71,88,30,41,73,55,78,72,21,12,64,26,69,30,70,34,34,37,18,63,30,72,72,36,31,37,32,39,79,93,70,38,58,15,24,29,30,35,10,89,36,68,4,8.0,2.0,4.0,Normal
Godfrey,Rule,Indianapolis,WR,Oregon State,24,69,4/6/01,68,174,1,6,1,Deep Threat - WR,96,88,91,79,48,56,76,18,16,66,65,78,77,90,72,8,12,32,88,74,15,21,84,23,10,73,69,22,20,13,16,15,9,13,25,69,36,27,17,70,76,95,62,32,19,12,10,13,16,28,16,83,28,16,4,4.372664,1.093166,0.352664,Normal
Kamil,Thielemann,Miami,CB,Miami,30,69,5/1/95,72,187,1,23,9,Manto Man - CB,90,85,78,87,58,75,63,39,15,58,64,45,63,82,11,43,54,43,84,78,17,21,60,16,70,16,68,32,35,32,9,72,37,81,67,25,34,34,32,26,61,91,67,31,54,9,6,9,8,25,9,74,29,73,1,1.355,1.355,0.0,Normal
Tramaine,Ehrmann,New York A,P,Texas Tech,24,69,2/24/01,77,204,1,14,1,Power - KP,80,67,76,82,44,53,56,25,22,34,41,20,40,64,15,12,13,10,93,49,69,93,49,7,15,14,71,20,5,3,27,23,11,22,29,13,14,3,3,15,22,78,51,41,26,52,54,59,38,42,22,80,41,25,4,8.0,2.0,4.0,Normal
Dajohn,Overstreet,Chicago,LE,Kansas,22,69,12/14/02,77,253,1,94,1,Smaller Speed Rusher - DE,85,73,78,76,75,72,48,73,12,27,36,34,32,70,4,74,75,80,88,45,20,23,8,14,38,9,67,47,44,45,5,69,66,35,79,24,44,46,43,16,32,79,31,45,74,5,6,4,6,23,15,83,34,45,4,4.36914,1.092285,0.34914,Normal
Boris,Mackert,San Francisco,LG,St. John's,27,69,7/22/98,78,315,1,78,5,Agile - G,58,67,73,90,83,74,33,12,12,41,57,40,58,52,28,9,37,84,84,36,30,34,9,83,12,31,67,69,71,69,3,16,16,10,19,36,74,76,72,44,40,69,31,30,29,7,6,2,5,27,3,93,44,15,1,1.3375,1.3375,1.1725,Normal
Arnaz,Stevenson,Tampa Bay,LG,Michigan,27,69,2/20/98,77,315,1,68,5,Power - G,61,51,67,85,87,78,11,14,12,15,22,15,14,51,7,10,12,81,83,11,15,20,8,78,10,4,70,74,71,77,8,8,10,11,21,10,73,69,69,12,8,71,8,8,22,4,6,8,6,19,12,89,12,11,3,22.0,7.333333,12.5,Normal
Theron,Uhrinyak,Baltimore,CB,W. Michigan,23,69,3/3/02,73,190,1,31,0,Manto Man - CB,91,87,84,86,61,64,67,48,30,46,54,54,69,82,13,24,52,45,88,74,24,26,82,23,70,17,67,34,32,27,20,69,28,68,71,25,33,32,26,20,64,89,67,43,56,28,27,24,16,32,29,87,28,66,4,4.477144,1.119286,0.277144,Normal
Plunkett,Salas,Minnesota,LE,Air Force,25,69,8/13/00,73,248,1,54,1,Smaller Speed Rusher - DE,88,81,87,85,68,59,27,72,12,18,31,20,44,71,2,69,80,79,88,32,20,24,11,13,42,4,67,45,45,43,6,56,57,31,78,23,44,49,46,15,23,88,27,24,78,5,6,9,7,29,12,85,27,49,1,0.795,0.795,0.0,Normal
Buckets,Downing,Buffalo,P,Michigan,26,69,10/6/98,73,203,1,40,2,Power - KP,79,68,69,83,43,49,20,24,24,9,25,15,22,65,15,8,27,16,80,23,73,87,11,19,11,13,71,15,13,16,20,18,11,7,32,14,16,16,17,15,18,74,21,11,25,23,26,27,24,38,14,77,11,10,1,0.96,0.96,0.0,Normal
Rubin,Tuthill,Kansas City,HB,SMU,22,69,4/11/03,70,194,1,30,0,Elusive Back - HB,94,85,77,83,62,54,79,29,18,73,86,60,69,82,58,23,26,27,87,81,14,19,83,28,20,66,67,47,11,20,20,29,25,22,37,61,30,29,24,70,66,91,81,72,28,8,15,20,20,23,19,83,55,24,4,4.333476,1.083369,0.133476,Normal
Jeromey,Dibble,Miami,CB,South Carolina,24,69,12/21/00,72,180,1,24,2,Zone - CB,94,93,88,91,42,67,71,43,13,66,54,65,75,90,31,36,76,40,83,33,15,14,67,13,65,42,70,23,34,33,5,66,30,61,67,51,37,32,34,51,74,89,62,28,50,2,6,10,4,25,11,87,33,69,4,7.028423,1.757106,3.931054,Normal
Elmer,Vactor,Tennessee,DT,Clemson,31,69,12/5/93,75,305,1,96,8,,69,68,69,77,84,70,36,70,12,16,45,38,49,49,10,72,77,82,88,30,17,17,11,14,24,14,69,43,43,47,4,67,60,25,73,15,44,44,44,22,40,77,21,36,82,8,6,5,5,14,12,85,37,32,1,1.235,1.235,0.0,Normal
Horse,Colon,Houston,RE,Stanford,29,69,8/22/96,77,254,1,94,5,Smaller Speed Rusher - DE,88,81,90,74,74,56,24,78,12,16,44,33,52,68,3,71,79,79,89,28,11,18,7,12,33,9,67,45,45,43,2,55,68,20,80,17,44,46,45,12,31,86,22,28,81,4,6,8,5,19,10,87,31,49,1,1.3375,1.3375,0.0525,Normal
Bradley,Brunet,Tennessee,MLB,North Carolina,22,69,10/30/02,74,234,1,51,1,Pass Coverage - MLB,93,76,88,87,70,67,57,64,23,52,57,62,66,71,15,65,82,71,96,61,12,13,42,34,67,22,68,25,24,23,13,65,57,70,84,17,30,27,23,18,64,86,57,53,79,14,19,19,25,16,14,88,52,71,4,4.854492,1.213623,0.834492,Normal
Char-Ron,Stofa,Miami,ROLB,Georgia,25,69,3/28/00,74,232,1,41,3,Run Stopper - OLB,93,76,93,79,68,65,48,63,15,33,54,42,50,80,17,52,84,75,87,59,16,17,32,22,57,22,69,46,46,44,16,58,58,47,86,17,47,47,46,24,46,93,57,56,80,7,10,17,17,30,9,84,50,53,4,5.044908,1.261227,0.849024,Normal
Pooh,Koeninger,Las Vegas,LE,Virginia,27,69,3/27/98,79,240,1,49,4,Smaller Speed Rusher - DE,82,86,81,85,66,64,54,71,12,48,54,59,65,73,36,73,70,83,83,67,18,16,10,18,48,38,70,49,46,43,2,62,68,32,79,48,42,45,42,43,62,82,56,53,75,5,6,3,4,22,13,74,54,54,1,0.96,0.96,0.0,Normal
Daryll,Chipley,Detroit,DT,Notre Dame,25,69,12/15/99,73,316,1,90,2,,77,76,76,72,90,53,31,74,12,27,32,20,33,61,5,57,80,83,88,23,26,26,7,36,19,3,70,44,45,44,10,54,71,18,79,14,47,42,43,7,21,68,20,49,86,8,6,6,7,14,17,84,57,27,1,0.96,0.96,0.0,Normal
Toy,Judd,Arizona,MLB,Ohio State,23,69,4/1/02,74,232,1,50,0,Field General - MLB,95,80,81,87,70,70,53,66,22,38,59,56,65,76,23,57,77,72,87,55,22,26,13,25,57,26,71,49,46,44,3,69,58,49,81,30,45,42,41,34,59,85,53,50,82,7,6,7,8,20,11,86,43,63,4,5.20476,1.30119,1.00476,Normal
Itula,Fann,Cincinnati,RG,Oklahoma,28,69,12/28/96,75,345,1,61,6,Power - G,70,55,69,85,87,72,10,13,12,11,34,15,23,48,6,12,18,79,84,10,14,13,10,84,16,7,71,72,71,74,6,27,12,10,23,17,68,74,77,15,12,69,9,12,16,4,6,8,5,13,5,89,13,12,2,6.0,3.0,1.0,Normal
Armond,Puetz,Las Vegas,WR,Texas,27,69,9/23/97,78,220,1,17,5,Physical - WR,88,85,90,84,67,71,78,29,25,73,69,82,83,79,64,8,30,57,84,76,12,19,43,43,15,72,70,40,30,31,8,11,12,23,32,69,56,33,39,70,82,84,68,68,28,9,10,16,12,29,17,85,64,18,1,1.17,1.17,0.0,Normal
Dallas,Motl,Indianapolis,QB,Duke,28,69,5/27/97,77,230,1,17,6,Scrambler - QB,86,83,80,84,67,61,86,25,71,68,54,26,39,72,11,9,12,26,87,71,51,60,13,24,13,10,68,15,18,19,84,22,12,11,35,12,15,8,17,17,41,85,54,45,27,77,82,85,83,87,77,95,51,18,1,14.0,14.0,13.15,Normal
Gayle,Ruzich,Kansas City,CB,South Carolina,25,69,2/22/00,74,198,1,46,2,Manto Man - CB,96,86,85,88,52,61,67,50,41,67,64,67,71,80,46,46,69,49,87,69,12,21,73,23,70,49,67,29,28,24,41,61,41,80,69,57,31,39,39,56,71,91,67,49,53,42,41,43,50,54,33,79,44,69,1,1.03,1.03,0.0,Normal
Shawne,Harewood,Tampa Bay,LE,Central Arkansas,25,69,6/3/00,73,263,1,51,0,Power Rusher - DE,87,80,86,85,74,69,51,70,22,42,58,53,60,66,20,67,81,73,89,59,20,23,11,30,56,26,71,45,44,43,5,66,73,43,80,27,45,49,45,32,53,85,53,52,71,3,6,9,5,22,10,87,42,62,4,5.16326,1.290815,0.96326,Normal
Roydell,Volk,Indianapolis,CB,Michigan,27,69,2/6/98,71,196,1,34,6,Manto Man - CB,94,92,92,92,63,58,72,47,15,63,67,56,68,90,23,30,51,52,86,76,25,25,42,18,71,29,68,39,38,33,9,56,26,79,73,19,32,38,38,36,61,92,71,26,51,10,6,7,8,22,13,84,25,73,4,8.0,2.0,4.0,Normal
